stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,postal_code
1,1.0,Jackson & Austin Terminal,"Jackson & Austin Terminal, Northeastbound, Bus Terminal",41.87632184,-87.77410482,0,,1,60304
2,2.0,5900 W Jackson,"5900 W Jackson, Eastbound, Southside of the Street",41.87706679,-87.77131794,0,,1,60644
3,3.0,Jackson & Menard,"Jackson & Menard, Eastbound, Southside of the Street",41.87695725,-87.76975039,0,,1,60644
4,4.0,5700 W Jackson,"5700 W Jackson, Eastbound, Southside of the Street",41.87702418,-87.76745055,0,,1,60644
6,6.0,Jackson & Lotus,"Jackson & Lotus, Eastbound, Southeast Corner",41.876513,-87.76144599999998,0,,1,60644
7,7.0,5351 W Jackson,"5351 W Jackson, Eastbound, Southside of the Street",41.87655197,-87.75892544,0,,1,60644
8,8.0,Jackson & Lockwood,"Jackson & Lockwood, Eastbound, Southeast Corner",41.876564,-87.757313,0,,1,60644
9,9.0,Jackson & Laramie,"Jackson & Laramie, Eastbound, Southeast Corner",41.87659463,-87.75461526,0,,1,60644
10,10.0,Jackson & Leamington,"Jackson & Leamington, Eastbound, Southeast Corner",41.87662635,-87.7531684,0,,1,60644
11,11.0,5047 W Jackson,"5047 W Jackson, Eastbound, Southside of the Street",41.8766513,-87.75128256,0,,1,60644
12,12.0,Jackson & Lavergne,"Jackson & Lavergne, Eastbound, Southeast Corner",41.87662062,-87.74912362,0,,1,60644
13,13.0,4849 W Jackson,"4849 W Jackson, Eastbound, Southside of the Street",41.87668892,-87.74701737,0,,1,60644
14,14.0,Jackson & Cicero,"Jackson & Cicero, Eastbound, Southeast Corner",41.87676314,-87.74483066,0,,1,60644
15,15.0,Jackson & Kilpatrick,"Jackson & Kilpatrick, Eastbound, Southeast Corner",41.87682975,-87.74254901,0,,1,60644
16,16.0,Jackson & Kenton,"Jackson & Kenton, Eastbound, Southside of the Street",41.87683358,-87.74058525,0,,1,60644
17,17.0,Jackson & Kolmar,"Jackson & Kolmar, Eastbound, Southeast Corner",41.87685748,-87.73934698,0,,1,60624
18,18.0,Jackson & Kilbourn,"Jackson & Kilbourn, Eastbound, Southeast Corner",41.87688572,-87.73761421,0,,1,60624
19,19.0,Jackson & Kostner,"Jackson & Kostner, Eastbound, Southeast Corner",41.87691497,-87.73515882,0,,1,60624
20,20.0,Jackson & Kildare,"Jackson & Kildare, Eastbound, Southeast Corner",41.876933,-87.73265,0,,1,60624
21,21.0,Jackson & Keeler,"Jackson & Keeler, Eastbound, Southeast Corner",41.876963,-87.7302,0,,1,60624
22,22.0,Jackson & Karlov,"Jackson & Karlov, Eastbound, Southeast Corner",41.8770066,-87.72780787,0,,1,60624
23,23.0,Jackson & Pulaski,"Jackson & Pulaski, Eastbound, Southeast Corner",41.87704003,-87.72532923,0,,1,60624
24,24.0,Jackson & Springfield,"Jackson & Springfield, Eastbound, Southeast Corner",41.87706855,-87.72295441,0,,1,60624
25,25.0,Jackson & Hamlin,"Jackson & Hamlin, Eastbound, Southwest Corner",41.87708065,-87.72082664,0,,1,60624
26,26.0,Jackson & Central Park,"Jackson & Central Park, Eastbound, Southeast Corner",41.87714182,-87.7154772,0,,1,60624
27,27.0,Jackson & St. Louis,"Jackson & St. Louis, Eastbound, Southeast Corner",41.877181,-87.713241,0,,1,60624
29,29.0,Jackson & Spaulding,"Jackson & Spaulding, Eastbound, Southeast Corner",41.87723116,-87.70827664,0,,1,60624
30,30.0,Jackson & Kedzie,"Jackson & Kedzie, Eastbound, Southeast Corner",41.87725804,-87.70577393,0,,1,60612
31,31.0,Jackson & Albany,"Jackson & Albany, Eastbound, Southeast Corner",41.877288,-87.703323,0,,1,60612
32,32.0,Jackson & Sacramento,"Jackson & Sacramento, Eastbound, Southeast Corner",41.877318,-87.700867,0,,1,60612
34,34.0,Jackson & California,"Jackson & California, Eastbound, Southeast Corner",41.87737082,-87.69595515,0,,1,60612
36,36.0,2609 W Jackson,"2609 W Jackson, Eastbound, Southwest Corner",41.8774236,-87.69165753,0,,1,60612
38,38.0,Jackson & Western,"Jackson & Western, Eastbound, Southeast Corner",41.87748942,-87.68602572,0,,1,60612
39,39.0,Jackson & Oakley,"Jackson & Oakley, Eastbound, Southeast Corner",41.877496,-87.683652,0,,1,60612
40,40.0,Jackson & Leavitt,"Jackson & Leavitt, Eastbound, Southeast Corner",41.87754396,-87.68127094,0,,1,60612
41,41.0,Jackson & Hoyne,"Jackson & Hoyne, Eastbound, Southeast Corner",41.87739502,-87.67873587,0,,1,60612
42,42.0,Jackson & Damen,"Jackson & Damen, Eastbound, Southwest Corner",41.87742100000001,-87.67667235,0,,1,60612
44,44.0,Damen & Congress,"Damen & Congress, Southbound, Northwest Corner",41.87513747,-87.67664239,0,,1,60612
48,48.0,Harrison & Wood,"Harrison & Wood, Eastbound, Southeast Corner",41.874059,-87.671334,0,,1,60612
49,49.0,Harrison & Paulina,"Harrison & Paulina, Eastbound, Southwest Corner",41.87409,-87.66923100000002,0,,1,60607
51,51.0,Ashland & Van Buren,"Ashland & Van Buren, Northbound, Northeast Corner",41.87655158,-87.66651521,0,,1,60607
52,52.0,Malcolm X College,"Malcolm X College, Eastbound, Southside of the Street",41.87743988,-87.67402389,0,,1,60612
53,53.0,Jackson & Ogden,"Jackson & Ogden, Eastbound, Southwest Corner",41.87748733,-87.67103731,0,,1,60612
54,54.0,Jackson & Paulina,"Jackson & Paulina, Eastbound, Southeast Corner",41.8775244,-87.66899047,0,,1,60607
55,55.0,Jackson & Ashland,"Jackson & Ashland, Eastbound, Southwest Corner",41.87755467,-87.66689065,0,,1,60607
56,56.0,Jackson & Laflin,"Jackson & Laflin, Eastbound, Southeast Corner",41.87759000000001,-87.664068,0,,1,60607
57,57.0,Jackson & Loomis,"Jackson & Loomis, Eastbound, Southeast Corner",41.877634,-87.661652,0,,1,60607
59,59.0,Jackson & Racine,"Jackson & Racine, Eastbound, Southeast Corner",41.87772931,-87.65677916,0,,1,60607
60,60.0,Jackson & Aberdeen,"Jackson & Aberdeen, Eastbound, Southeast Corner",41.877751,-87.654338,0,,1,60607
61,61.0,Jackson & Morgan,"Jackson & Morgan, Eastbound, Southeast Corner",41.87780698,-87.65169869,0,,1,60607
63,63.0,Jackson & Peoria,"Jackson & Peoria, Eastbound, Southeast Corner",41.87784819,-87.64946073,0,,1,60607
64,64.0,Jackson & Halsted,"Jackson & Halsted, Eastbound, Southeast Corner",41.8778898,-87.64696658,0,,1,60607
65,65.0,Jackson & Desplaines,"Jackson & Desplaines, Eastbound, Southeast Corner",41.87792686,-87.64375065,0,,1,60661
67,67.0,Jackson & Canal,"Jackson & Canal, Eastbound, Southwest Corner",41.877997,-87.639776,0,,1,60606
68,68.0,Jackson & Franklin,"Jackson & Franklin, Eastbound, Southwest Corner",41.878051,-87.635401,0,,1,60606
69,69.0,Jackson & Financial Place,"Jackson & Financial Place, Eastbound, Southwest Corner",41.878081,-87.632868,0,,1,60604
70,70.0,Jackson & Dearborn,"Jackson & Dearborn, Eastbound, Southwest Corner",41.878121,-87.629467,0,,1,60604
71,71.0,Jackson & State,"Jackson & State, Eastbound, Southwest Corner",41.878141,-87.627899,0,,1,60604
72,72.0,Jackson & Wabash,"Jackson & Wabash, Eastbound, Southeast Corner",41.878208,-87.625752,0,,1,60603
73,73.0,Michigan & Van Buren/Congress,"Michigan & Van Buren/Congress, Southbound, Westside of the Street",41.876271,-87.62439599999998,0,,1,60604
74,74.0,Congress Plaza & Michigan,"Congress Plaza & Michigan, Northeastbound, Southeast Corner",41.87485809,-87.62355113,0,,1,60604
75,75.0,Michigan & Van Buren,"Michigan & Van Buren, Northbound, Southeast Corner",41.87669,-87.62416,0,,1,60604
76,76.0,Michigan & Jackson,"Michigan & Jackson, Northbound, Southeast Corner",41.878135,-87.624193,0,,1,60603
77,77.0,Adams & Wabash,"Adams & Wabash, Westbound, Northeast Corner",41.879575,-87.625884,0,,1,60603
80,80.0,Adams & Wells,"Adams & Wells, Westbound, Northwest Corner",41.879426,-87.634024,0,,1,60606
84,84.0,Van Buren & Canal,"Van Buren & Canal, Westbound, Northeast Corner",41.87682748,-87.63938046,0,,1,60606
86,86.0,Van Buren & Jefferson,"Van Buren & Jefferson, Westbound, Northeast Corner",41.876778,-87.642319,0,,1,60661
92,92.0,Van Buren & Aberdeen,"Van Buren & Aberdeen, Westbound, Northeast Corner",41.87661688,-87.65440720000002,0,,1,60607
93,93.0,Van Buren & Racine,"Van Buren & Racine, Westbound, Northeast Corner",41.87657583,-87.65680352,0,,1,60607
96,96.0,Van Buren & Laflin,"Van Buren & Laflin, Westbound, Northeast Corner",41.87644665,-87.66410017,0,,1,60607
97,97.0,Van Buren & Ashland,"Van Buren & Ashland, Westbound, Northeast Corner",41.87640948,-87.66647087,0,,1,60607
99,99.0,Van Buren & Ogden,"Van Buren & Ogden, Westbound, Northeast Corner",41.87632903,-87.67187647,0,,1,60612
100,100.0,Malcolm X College,"Malcolm X College, Westbound, Northside of the Street",41.876242,-87.67405699999998,0,,1,60612
101,101.0,Van Buren & Damen,"Van Buren & Damen, Westbound, Northeast Corner",41.87624,-87.67607199999998,0,,1,60612
103,103.0,Harrison & Paulina,"Harrison & Paulina, Westbound, Northside of the Street",41.87421,-87.66897,0,,1,60607
107,107.0,Harrison & Ogden,"Harrison & Ogden, Westbound, Northeast Corner",41.8741415,-87.67454701,0,,1,60612
108,108.0,Harrison & Damen,"Harrison & Damen, Westbound, Northeast Corner",41.87410934,-87.67632053,0,,1,60612
111,111.0,Damen & Jackson,"Damen & Jackson, Northbound, Southeast Corner",41.87740942,-87.67635136,0,,1,60612
118,118.0,Jackson & Rockwell,"Jackson & Rockwell, Westbound, Northeast Corner",41.87755894,-87.69097077,0,,1,60612
119,119.0,Jackson & Washtenaw,"Jackson & Washtenaw, Westbound, Northwest Corner",41.87752503,-87.69403232,0,,1,60612
120,120.0,Jackson & California,"Jackson & California, Westbound, Northwest Corner",41.87749585,-87.69648347,0,,1,60612
122,122.0,Jackson & Sacramento,"Jackson & Sacramento, Westbound, Northwest Corner",41.87744329,-87.70133446,0,,1,60612
123,123.0,Jackson & Albany,"Jackson & Albany, Westbound, Northwest Corner",41.87740982,-87.70378269,0,,1,60612
124,124.0,Jackson & Kedzie,"Jackson & Kedzie, Westbound, Northwest Corner",41.87739519,-87.70627812,0,,1,60624
126,126.0,Jackson & Homan,"Jackson & Homan, Westbound, Northwest Corner",41.87735315,-87.71111733,0,,1,60624
127,127.0,Jackson & St. Louis,"Jackson & St. Louis, Westbound, Northwest Corner",41.87730566,-87.71365567,0,,1,60624
128,128.0,Central Park & Jackson,"Central Park & Jackson, Southbound, Southwest Corner",41.87701673,-87.7158695,0,,1,60624
129,129.0,Jackson & Hamlin,"Jackson & Hamlin, Westbound, Northwest Corner",41.8772105,-87.72104802,0,,1,60624
130,130.0,Jackson & Springfield,"Jackson & Springfield, Westbound, Northwest Corner",41.8771684,-87.72332492,0,,1,60624
131,131.0,Jackson & Pulaski,"Jackson & Pulaski, Westbound, Northwest Corner",41.87713666,-87.72579473,0,,1,60624
132,132.0,Jackson & Karlov,"Jackson & Karlov, Westbound, Northwest Corner",41.87710765,-87.72819551,0,,1,60624
133,133.0,Jackson & Keeler,"Jackson & Keeler, Westbound, Northwest Corner",41.87707727,-87.73064873,0,,1,60624
134,134.0,Jackson & Kildare,"Jackson & Kildare, Westbound, Northwest Corner",41.8770945,-87.73310614,0,,1,60624
135,135.0,Jackson & Kostner,"Jackson & Kostner, Westbound, Northwest Corner",41.87701751,-87.73555571,0,,1,60624
136,136.0,Jackson & Kilbourn,"Jackson & Kilbourn, Westbound, Northwest Corner",41.87698719,-87.73799100000002,0,,1,60624
137,137.0,Jackson & Kolmar,"Jackson & Kolmar, Westbound, Northside of the Street",41.87696338,-87.73943465,0,,1,60624
138,138.0,Jackson & Kenton,"Jackson & Kenton, Westbound, Northwest Corner",41.87696546,-87.74069588,0,,1,60644
139,139.0,Jackson & Kilpatrick,"Jackson & Kilpatrick, Westbound, Northwest Corner",41.87692666,-87.74280741,0,,1,60644
140,140.0,Jackson & Cicero,"Jackson & Cicero, Westbound, Northwest Corner",41.87685893,-87.74541898,0,,1,60644
141,141.0,4900 W Jackson,"4900 W Jackson, Westbound, Northside of the Street",41.87682102,-87.74713903,0,,1,60644
142,142.0,Jackson & Lavergne,"Jackson & Lavergne, Westbound, Northwest Corner",41.87680393,-87.74934028,0,,1,60644
143,143.0,5056 W Jackson,"5056 W Jackson, Westbound, Northside of the Street",41.87675729,-87.75161217,0,,1,60644
144,144.0,Jackson & Leamington,"Jackson & Leamington, Westbound, Northwest Corner",41.87672858,-87.75353528,0,,1,60644
145,145.0,Jackson & Laramie,"Jackson & Laramie, Westbound, Northwest Corner",41.87673038,-87.75523999,0,,1,60644
146,146.0,Jackson & Lockwood,"Jackson & Lockwood, Westbound, Northwest Corner",41.8766768,-87.75782934,0,,1,60644
147,147.0,5400 W Jackson,"5400 W Jackson, Westbound, Northside of the Street",41.87664899,-87.75967824,0,,1,60644
148,148.0,Jackson & Lotus,"Jackson & Lotus, Westbound, Northwest Corner",41.87661212,-87.76154549,0,,1,60644
149,149.0,Jackson & Central,"Jackson & Central, Westbound, Northeast Corner",41.87660365,-87.76459825,0,,1,60644
150,150.0,5700 W Jackson,"5700 W Jackson, Westbound, Northside of the Street",41.87716981,-87.76801292,0,,1,60644
151,151.0,Jackson & Menard,"Jackson & Menard, Westbound, Northwest Corner",41.8771099,-87.76974453,0,,1,60644
152,152.0,Jackson & Mayfield,"Jackson & Mayfield, Westbound, Northside of the Street",41.87723809,-87.7713027,0,,1,60644
153,153.0,Harrison & Central Terminal,"Harrison & Central Terminal, Northbound, Bus Terminal",41.872683,-87.76479999,0,,1,60644
154,154.0,Harrison & Lotus,"Harrison & Lotus, Eastbound, Southside of the Street",41.87280300000001,-87.76165400000002,0,,1,60644
155,155.0,5400 W Harrison,"5400 W Harrison, Eastbound, Southside of the Street",41.8729,-87.759367,0,,1,60644
156,156.0,Harrison & Lockwood,"Harrison & Lockwood, Eastbound, Southwest Corner",41.872855,-87.75752,0,,1,60644
157,157.0,Harrison & Laramie,"Harrison & Laramie, Eastbound, Southeast Corner",41.87288253,-87.75449102,0,,1,60644
158,158.0,Harrison & Leamington,"Harrison & Leamington, Eastbound, Southside of the Street",41.87289309,-87.75318511,0,,1,60644
159,159.0,Harrison & Lavergne,"Harrison & Lavergne, Eastbound, Southwest Corner",41.87300185,-87.74920832,0,,1,60644
160,160.0,Harrison & Cicero,"Harrison & Cicero, Eastbound, Southwest Corner",41.87306462,-87.74514556,0,,1,60644
161,161.0,Harrison & Kilpatrick,"Harrison & Kilpatrick, Eastbound, Southwest Corner",41.873099,-87.742661,0,,1,60644
162,162.0,4630 W Harrison,"4630 W Harrison, Eastbound, Southside of the Street",41.873198,-87.740893,0,,1,60644
163,163.0,Harrison & Kolmar,"Harrison & Kolmar, Eastbound, Southwest Corner",41.873205,-87.739488,0,,1,60624
164,164.0,Harrison & Kilbourn,"Harrison & Kilbourn, Eastbound, Southwest Corner",41.87321343,-87.73794849,0,,1,60624
165,165.0,Harrison & Kostner,"Harrison & Kostner, Eastbound, Southwest Corner",41.87376435,-87.73549587,0,,1,60624
166,166.0,Kostner & Lexington,"Kostner & Lexington, Southbound, Northwest Corner",41.871629,-87.735223,0,,1,60624
167,167.0,Fifth Avenue & Kostner,"Fifth Avenue & Kostner, Northeastbound, Southeast Corner",41.87026275,-87.73495185,0,,1,60624
168,168.0,Fifth Avenue & Kildare,"Fifth Avenue & Kildare, Northeastbound, Southwest Corner",41.87089987,-87.73270091,0,,1,60624
169,169.0,Fifth Avenue & Keeler,"Fifth Avenue & Keeler, Northeastbound, Southwest Corner",41.8716,-87.730102,0,,1,60624
170,170.0,Fifth Avenue & Karlov,"Fifth Avenue & Karlov, Northeastbound, Southwest Corner",41.872297,-87.727603,0,,1,60624
171,171.0,Fifth Avenue & Pulaski,"Fifth Avenue & Pulaski, Northeastbound, Southwest Corner",41.87289549,-87.72557064,0,,1,60624
172,172.0,Harrison & Springfield,"Harrison & Springfield, Eastbound, Southwest Corner",41.873419,-87.72308699999998,0,,1,60624
174,174.0,Harrison & Independence,"Harrison & Independence, Eastbound, Southeast Corner",41.873457,-87.719565,0,,1,60624
175,175.0,Harrison & Lawndale,"Harrison & Lawndale, Eastbound, Southwest Corner",41.873469,-87.718216,0,,1,60624
177,177.0,Harrison & St. Louis,"Harrison & St. Louis, Eastbound, Southwest Corner",41.873541,-87.713327,0,,1,60624
178,178.0,Harrison & Homan,"Harrison & Homan, Eastbound, Southwest Corner",41.873566,-87.71088,0,,1,60624
179,179.0,Harrison & Spaulding,"Harrison & Spaulding, Eastbound, Southwest Corner",41.87360200000001,-87.708461,0,,1,60624
181,181.0,Harrison & Albany,"Harrison & Albany, Eastbound, Southwest Corner",41.87365176,-87.70351379,0,,1,60612
182,182.0,Harrison & Sacramento,"Harrison & Sacramento, Eastbound, Southwest Corner",41.87368976,-87.70104879,0,,1,60612
183,183.0,Harrison & Francisco,"Harrison & Francisco, Eastbound, Southwest Corner",41.873716,-87.698661,0,,1,60612
185,185.0,Harrison & Washtenaw,"Harrison & Washtenaw, Eastbound, Southwest Corner",41.873755,-87.693779,0,,1,60612
186,186.0,Harrison & Maplewood,"Harrison & Maplewood, Eastbound, Southwest Corner",41.873785,-87.69070500000002,0,,1,60612
187,187.0,Harrison & Campbell,"Harrison & Campbell, Eastbound, Southwest Corner",41.873804,-87.688797,0,,1,60612
188,188.0,Harrison & Western,"Harrison & Western, Eastbound, Southwest Corner",41.87382334,-87.686408,0,,1,60612
189,189.0,Harrison & Oakley,"Harrison & Oakley, Eastbound, Southwest Corner",41.873882,-87.683913,0,,1,60612
190,190.0,Harrison & Leavitt,"Harrison & Leavitt, Eastbound, Southwest Corner",41.873911,-87.681449,0,,1,60612
191,191.0,Harrison & Hoyne,"Harrison & Hoyne, Eastbound, Southwest Corner",41.87395,-87.67899,0,,1,60612
193,193.0,Harrison & Ashland,"Harrison & Ashland, Eastbound, Southwest Corner",41.87410558,-87.6667937,0,,1,60607
198,198.0,Harrison & Racine,"Harrison & Racine, Eastbound, Southwest Corner",41.874191,-87.657167,0,,1,60607
200,200.0,Harrison & Morgan,"Harrison & Morgan, Eastbound, Southside of the Street",41.874283,-87.651938,0,,1,60607
201,201.0,900 W Harrison,"900 W Harrison, Eastbound, Southside of the Street",41.874341,-87.649132,0,,1,60607
205,205.0,UIC-Halsted Blue Line Station,"UIC-Halsted Blue Line Station, Southbound, Westside of the Street",41.8755,-87.647254,0,,1,60607
206,206.0,Harrison & Halsted,"Harrison & Halsted, Westbound, Northwest Corner",41.874441,-87.64775,0,,1,60607
207,207.0,900 W Harrison,"900 W Harrison, Westbound, Northside of the Street",41.87447761,-87.64986281,0,,1,60607
208,208.0,Harrison & Morgan,"Harrison & Morgan, Westbound, Northeast Corner",41.874463,-87.651583,0,,1,60607
210,210.0,Harrison & Racine,"Harrison & Racine, Westbound, Northwest Corner",41.87433,-87.65744699999998,0,,1,60607
216,216.0,Harrison & Hoyne,"Harrison & Hoyne, Westbound, Northeast Corner",41.874037,-87.678729,0,,1,60612
217,217.0,Harrison & Leavitt,"Harrison & Leavitt, Westbound, Northeast Corner",41.874009,-87.681205,0,,1,60612
218,218.0,Harrison & Oakley,"Harrison & Oakley, Westbound, Northeast Corner",41.87398752,-87.68358895,0,,1,60612
220,220.0,Harrison & Campbell,"Harrison & Campbell, Westbound, Northeast Corner",41.873922,-87.68854300000002,0,,1,60612
221,221.0,Harrison & Maplewood,"Harrison & Maplewood, Westbound, Northeast Corner",41.873913,-87.690493,0,,1,60612
222,222.0,Harrison & Washtenaw,"Harrison & Washtenaw, Westbound, Northeast Corner",41.87385,-87.693579,0,,1,60612
224,224.0,Harrison & Francisco,"Harrison & Francisco, Westbound, Northeast Corner",41.873809,-87.69840500000002,0,,1,60612
225,225.0,Harrison & Sacramento,"Harrison & Sacramento, Westbound, Northeast Corner",41.87385863,-87.70085097,0,,1,60612
226,226.0,Harrison & Albany,"Harrison & Albany, Westbound, Northeast Corner",41.87382263,-87.70329197,0,,1,60612
227,227.0,Harrison & Kedzie,"Harrison & Kedzie, Westbound, Northeast Corner",41.8737524,-87.70571896,0,,1,60612
228,228.0,Congress & Kedzie,"Congress & Kedzie, Westbound, Northwest Corner",41.87496738,-87.70608349,0,,1,60612
229,229.0,Congress & Spaulding,"Congress & Spaulding, Westbound, Northeast Corner",41.87460174,-87.70823931,0,,1,60624
230,230.0,Congress & Homan,"Congress & Homan, Westbound, Northeast Corner",41.87459474,-87.71053731,0,,1,60624
231,231.0,Congress & St. Louis,"Congress & St. Louis, Westbound, Northeast Corner",41.87437666,-87.71239028,0,,1,60624
233,233.0,3700 W Congress,"3700 W Congress, Westbound, Northside of the Street",41.87452996,-87.71790509,0,,1,60624
234,234.0,Congress & Hamlin/Independence,"Congress & Hamlin/Independence, Westbound, Northeast Corner",41.87450949,-87.71961417,0,,1,60624
235,235.0,Congress & Springfield,"Congress & Springfield, Westbound, Northeast Corner",41.874496,-87.722588,0,,1,60624
237,237.0,Congress & Karlov,"Congress & Karlov, Westbound, Northeast Corner",41.87439868,-87.72774701,0,,1,60624
239,239.0,Congress & Kildare,"Congress & Kildare, Westbound, Northeast Corner",41.87434644,-87.73270301,0,,1,60624
240,240.0,Harrison & Kostner,"Harrison & Kostner, Westbound, Northwest Corner",41.87377475,-87.73569932,0,,1,60624
241,241.0,Harrison & Kilbourn,"Harrison & Kilbourn, Westbound, Northeast Corner",41.87334431,-87.73746946,0,,1,60624
242,242.0,Harrison & Kolmar,"Harrison & Kolmar, Westbound, Northeast Corner",41.87330223,-87.73913875,0,,1,60624
243,243.0,4630 W Harrison,"4630 W Harrison, Westbound, Northside of the Street",41.87324864,-87.74082431,0,,1,60644
244,244.0,Harrison & Kilpatrick,"Harrison & Kilpatrick, Westbound, Northeast Corner",41.87319817,-87.74241640000002,0,,1,60644
246,246.0,Harrison & Lavergne,"Harrison & Lavergne, Westbound, Northeast Corner",41.87307396,-87.74898757,0,,1,60644
247,247.0,Harrison & Leamington,"Harrison & Leamington, Westbound, Northeast Corner",41.87305352,-87.75320123,0,,1,60644
248,248.0,Harrison & Laramie,"Harrison & Laramie, Westbound, Northeast Corner",41.8730184,-87.75465067,0,,1,60644
249,249.0,Harrison & Lockwood,"Harrison & Lockwood, Westbound, Northeast Corner",41.87295351,-87.75730323,0,,1,60644
250,250.0,5400 W Harrison,"5400 W Harrison, Westbound, Northside of the Street",41.87295262,-87.75948024,0,,1,60644
252,252.0,Harrison & Central,"Harrison & Central, Westbound, Northeast Corner",41.87292396,-87.76447722,0,,1,60644
257,257.0,5500 W Roosevelt,"5500 W Roosevelt, Eastbound, Southside of the Street",41.86555077,-87.76277284,0,,1,60644
258,258.0,Roosevelt & 54th Avenue,"Roosevelt & 54th Avenue, Eastbound, Southwest Corner",41.86559297,-87.75945922,0,,1,60644
259,259.0,5300 W. Roosevelt,"5300 W. Roosevelt, Eastbound, Southside of the Street",41.86564938,-87.75705277,0,,1,60644
260,260.0,Roosevelt & Laramie,"Roosevelt & Laramie, Eastbound, Southwest Corner",41.86564859,-87.75467392,0,,1,60644
261,261.0,Roosevelt & 51st Avenue,"Roosevelt & 51st Avenue, Eastbound, Southwest Corner",41.86573504,-87.75213825,0,,1,60644
262,262.0,Roosevelt & 50th Avenue,"Roosevelt & 50th Avenue, Eastbound, Southwest Corner",41.86574977,-87.74975926,0,,1,60644
263,263.0,Roosevelt & 49th Avenue,"Roosevelt & 49th Avenue, Eastbound, Southwest Corner",41.86578791,-87.74732747,0,,1,60644
265,265.0,Roosevelt & 47th Avenue,"Roosevelt & 47th Avenue, Eastbound, Southwest Corner",41.86585838,-87.74241065,0,,1,60644
268,268.0,Roosevelt & Kilbourn,"Roosevelt & Kilbourn, Eastbound, Southwest Corner",41.8659273,-87.73749989,0,,1,60624
270,270.0,Roosevelt & Kildare,"Roosevelt & Kildare, Eastbound, Southwest Corner",41.86599795,-87.73259722,0,,1,60624
272,272.0,Roosevelt & Karlov,"Roosevelt & Karlov, Eastbound, Southwest Corner",41.866075,-87.727721,0,,1,60624
274,274.0,Roosevelt & Springfield,"Roosevelt & Springfield, Eastbound, Southwest Corner",41.86611509,-87.72282126,0,,1,60624
275,275.0,Roosevelt & Independence,"Roosevelt & Independence, Eastbound, Southwest Corner",41.86614847,-87.72026246,0,,1,60624
277,277.0,Roosevelt & Lawndale,"Roosevelt & Lawndale, Eastbound, Southwest Corner",41.86617777,-87.71794192,0,,1,60624
278,278.0,Roosevelt & Central Park,"Roosevelt & Central Park, Eastbound, Southwest Corner",41.86620404,-87.71563462,0,,1,60624
279,279.0,Roosevelt & St. Louis,"Roosevelt & St. Louis, Eastbound, Southwest Corner",41.866258,-87.713081,0,,1,60624
283,283.0,Roosevelt & Albany,"Roosevelt & Albany, Eastbound, Southwest Corner",41.86634562,-87.70324699999998,0,,1,60612
284,284.0,Roosevelt & Sacramento,"Roosevelt & Sacramento, Eastbound, Southwest Corner",41.8663703,-87.7009535,0,,1,60612
285,285.0,Roosevelt & Francisco,"Roosevelt & Francisco, Eastbound, Southside of the Street",41.866419,-87.698427,0,,1,60612
287,287.0,Roosevelt & Washtenaw,"Roosevelt & Washtenaw, Eastbound, Southwest Corner",41.866475,-87.693527,0,,1,60612
288,288.0,Roosevelt & Talman,"Roosevelt & Talman, Eastbound, Southwest Corner",41.866485,-87.692302,0,,1,60612
296,296.0,Roosevelt & Wolcott,"Roosevelt & Wolcott, Eastbound, Southside of the Street",41.86662475,-87.67356740000002,0,,1,60612
297,297.0,Roosevelt & Wood,"Roosevelt & Wood, Eastbound, Southwest Corner",41.86664343,-87.67146821,0,,1,60607
298,298.0,Roosevelt & Paulina,"Roosevelt & Paulina, Eastbound, Southside of the Street",41.86669057,-87.66900774,0,,1,60607
300,300.0,Roosevelt & Laflin,"Roosevelt & Laflin, Eastbound, Southwest Corner",41.86676743,-87.66409989,0,,1,60607
302,302.0,Roosevelt & Throop,"Roosevelt & Throop, Eastbound, Southwest Corner",41.86684613,-87.65925658,0,,1,60607
303,303.0,Roosevelt & Racine,"Roosevelt & Racine, Eastbound, Southwest Corner",41.86688693,-87.65681615,0,,1,60607
305,305.0,Roosevelt & Blue Island,"Roosevelt & Blue Island, Eastbound, Southwest Corner",41.86693795,-87.65360529,0,,1,60607
306,306.0,Roosevelt & Morgan,"Roosevelt & Morgan, Eastbound, Southwest Corner",41.86702954,-87.65122372,0,,1,60607
307,307.0,900 W Roosevelt,"900 W Roosevelt, Eastbound, Southside of the Street",41.86700611,-87.64940554,0,,1,60607
310,310.0,Roosevelt & Jefferson,"Roosevelt & Jefferson, Eastbound, Southwest Corner",41.86711861,-87.64227064,0,,1,60607
312,312.0,Roosevelt & Canal,"Roosevelt & Canal, Eastbound, Southeast Corner",41.86713891,-87.63882598,0,,1,60607
313,313.0,327 W Roosevelt,"327 W Roosevelt, Eastbound, Southside of the Street",41.86718878,-87.63557243,0,,1,60604
315,315.0,Roosevelt & Clark,"Roosevelt & Clark, Eastbound, Southwest Corner",41.86723861,-87.63060611,0,,1,60605
316,316.0,Roosevelt & State,"Roosevelt & State, Eastbound, Southeast Corner",41.86728699,-87.62711056,0,,1,60605
326,326.0,327 W Roosevelt,"327 W Roosevelt, Westbound, Northside of the Street",41.86741626,-87.6355436,0,,1,60604
327,327.0,Roosevelt & Canal,"Roosevelt & Canal, Westbound, Northeast Corner",41.86740019,-87.63905542,0,,1,60607
332,332.0,900 W Roosevelt,"900 W Roosevelt, Westbound, Northside of the Street",41.86721921,-87.64943144,0,,1,60607
